Initial Capital,Total Trades,Winning Trades,Losing Trades,Break-even Trades,Win Rate %,Loss Rate %,Gross PnL,Transaction Costs,Net PnL,Net Return %,Peak Equity,Maximum Drawdown,Maximum Drawdown %,Average Trade PnL,Average Winning Trade,Average Losing Trade,Largest Win,Largest Loss,Profit Factor,Average Holding Bars
100000.0,36,13,23,0,36.11111111111111,63.888888888888886,1800.8687423905308,626.5542070646447,1174.3145353258865,1.1743145353258866,104645.51392458353,-4716.319398126783,-4.506948478962762,32.619848203496844,1631.2333265049926,-870.944291706044,1970.8331490450032,-1083.1615130771622,1.058622754860484,19.444444444444443
