Stock,Symbol,LTP,Price,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Total Buy Quantity,Total Sell Quantity,Last Trade Quantity,Trade Volume,Average Price,SMMA20,SMMA120,RSI,ETQ 5m,ETQ 20m,ETQ 60m,Average LTP 20m,Average LTP 60m,Crossover,Crossover Price,Signal,Confidence,Liquidity Pass,LTP Pass,Reasons,Scan Time
SBIETFPB,SBIETFPB-EQ,280.02,280.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3321.0,279.11,281.5359156371773,280.6725142244996,49.099937926753505,,,,,,BUY,285.29,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:15:05
MIRZAINT,MIRZAINT-EQ,32.16,32.16,32.16,67.0,0.0,0.0,67.0,0.0,5099.0,124656.0,32.32,34.29480031672026,34.08934668387618,24.849397590361377,,,,,,BUY,37.42,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI is strongly oversold']",2026-08-12 18:15:08
MANUFGBEES,MANUFGBEES-EQ,166.94,166.94,166.94,58.0,0.0,0.0,58.0,0.0,1.0,4435.0,166.47,161.94500274775845,155.93853118464713,69.82248520710057,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:10
MONQ50,MONQ50-EQ,148.2,148.2,148.2,25023.0,0.0,0.0,25023.0,0.0,8.0,10197.0,148.2,142.2612900040902,120.31334335051415,62.855871886121,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:13
MOMGF,MOMGF-EQ,165.54,165.54,0.0,0.0,0.0,0.0,0.0,0.0,43.0,898.0,166.05,161.25375396516353,155.11258456509225,67.56126021003502,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:15
BPL,BPL-EQ,52.86,52.86,52.86,2.0,0.0,0.0,2.0,0.0,6.0,38094.0,52.95,54.33531399379312,55.004796569530434,38.42364532019707,,,,,,SELL,52.74,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:15:21
BANKINDIA,BANKINDIA-EQ,145.5,145.5,0.0,0.0,145.5,180.0,0.0,180.0,20.0,8946785.0,144.88,142.27180315331248,147.94360334259457,56.4743848325938,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:24
ZEEL,ZEEL-EQ,97.52,97.52,97.52,513159.0,0.0,0.0,513159.0,0.0,200.0,45453756.0,95.16,101.48811661679422,92.75136000487622,44.00162667751118,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:15:27
JAYAGROGN,JAYAGROGN-EQ,210.37,210.37,210.37,200.0,0.0,0.0,200.0,0.0,10.0,8449.0,213.28,219.01825536157898,201.44604582044124,38.47454760696772,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:15:39
ETERNAL,ETERNAL-EQ,314.05,314.05,314.05,2687.0,0.0,0.0,2687.0,0.0,8.0,19976751.0,314.85,291.4311166846762,268.4798170592205,66.42685851318944,,,,,,BUY,292.45,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:41
EVIETF,EVIETF-EQ,34.19,34.19,0.0,0.0,0.0,0.0,0.0,0.0,150.0,194476.0,34.17,32.296946784610995,30.724057078235738,88.35820895522389,,,,,,BUY,30.89,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:15:47
NRBBEARING,NRBBEARING-EQ,461.65,461.65,0.0,0.0,461.65,1293.0,0.0,1293.0,1.0,557944.0,457.67,422.53071214670746,329.7232256460974,68.99031811894882,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:53
EFCIL,EFCIL-EQ,178.02,178.02,0.0,0.0,0.0,0.0,0.0,0.0,50.0,449243.0,178.61,190.1535936757479,217.03487799217922,29.469307899241883,,,,,,NONE,,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 18:15:56
BANKNIFTY1,BANKNIFTY1-EQ,60.15,60.15,0.0,0.0,0.0,0.0,0.0,0.0,489.0,183539.0,59.95,59.4292277020091,59.29839864945468,66.23711340206188,,,,,,BUY,60.35,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:15:58
FINOPB,FINOPB-EQ,160.46,160.46,0.0,0.0,160.46,1620.0,0.0,1620.0,150.0,374355.0,161.57,155.54302879264122,174.79169865118226,34.937106918238996,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:00
BELLACASA,BELLACASA-EQ,241.74,241.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5537.0,241.29,245.26952148625247,280.68496745645183,44.397092003008275,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:03
CESC,CESC-EQ,162.43,162.43,0.0,0.0,162.43,4461.0,0.0,4461.0,1000.0,720532.0,161.5,165.9104492828862,165.05059490488307,49.19923126201154,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:05
FISCHER,FISCHER-EQ,37.66,37.66,37.66,10000.0,0.0,0.0,10000.0,0.0,10.0,946216.0,37.84,37.86749212572719,38.450571034777845,44.26377597109303,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:08
KTKBANK,KTKBANK-EQ,313.7,313.7,313.7,314.0,0.0,0.0,314.0,0.0,6.0,3017208.0,310.46,283.27828898939043,240.52382183461023,69.93749999999999,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:16:14
SONAMLTD,SONAMLTD-EQ,54.7,54.7,54.7,785.0,0.0,0.0,785.0,0.0,102.0,39735.0,55.83,54.5133492304891,50.244082803736305,56.44391408114557,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:16:19
GROWWCHEM,GROWWCHEM-EQ,30.48,30.48,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30661.0,30.51,30.064625949396333,28.59918757329793,55.73333333333334,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:16:22
GROWWDEFNC,GROWWDEFNC-EQ,96.33,96.33,0.0,0.0,0.0,0.0,0.0,0.0,6.0,161249.0,96.0,93.9207975473412,85.98784185357611,58.215962441314595,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:16:39
VINCOFE,VINCOFE-EQ,146.42,146.42,146.42,716.0,0.0,0.0,716.0,0.0,20.0,1172226.0,148.07,152.9431188502141,147.8804280447197,38.53481515082783,,,,,,BUY,152.16,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:43
ABCOTS,ABCOTS-EQ,199.14,199.14,0.0,0.0,199.14,3.0,0.0,3.0,14.0,4577.0,199.77,210.80308961822297,315.56641288751786,46.016166281755225,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:48
EPACKPEB,EPACKPEB-EQ,236.4,236.4,236.4,2279.0,0.0,0.0,2279.0,0.0,450.0,893994.0,239.43,246.26388024045872,220.65372159465537,46.76920100599729,,,,,,BUY,268.98,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:50
BMWVENTLTD,BMWVENTLTD-EQ,58.52,58.52,0.0,0.0,58.52,619.0,0.0,619.0,66.0,43361.0,58.4,58.47709013742241,58.534407221883946,53.47079037800686,,,,,,SELL,57.71,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:16:53
CMSINFO,CMSINFO-EQ,255.6,255.6,0.0,0.0,255.6,182.0,0.0,182.0,10.0,1333828.0,255.73,276.8516683923892,302.13358295476684,40.393794749403355,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:16:57
NEXT50ETF,NEXT50ETF-EQ,75.37,75.37,75.37,303.0,0.0,0.0,303.0,0.0,500.0,20182.0,75.2,73.23852552962414,70.07117099048072,66.91823899371064,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:16:59
ROTO,ROTO-EQ,67.04,67.04,67.04,324.0,0.0,0.0,324.0,0.0,176.0,365660.0,67.31,66.97935968919225,62.338398938457985,49.31437277805994,,,,,,BUY,65.16,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:02
LICI,LICI-EQ,417.0,417.0,0.0,0.0,417.0,103829.0,0.0,103829.0,4.0,20957554.0,411.56,416.816170923766,414.7472348115747,47.081497797356846,,,,,,BUY,431.25,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:04
DHAMPURSUG,DHAMPURSUG-EQ,159.23,159.23,0.0,0.0,159.23,54.0,0.0,54.0,102.0,462905.0,159.94,145.47238448229925,134.36393561491215,70.68672652268864,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:17:06
GAEL,GAEL-EQ,165.36,165.36,0.0,0.0,165.36,278.0,0.0,278.0,3.0,583895.0,166.83,161.8262482474475,147.5077529043098,68.06780595369352,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:09
TNIDETF,TNIDETF-EQ,90.66,90.66,90.66,73.0,0.0,0.0,73.0,0.0,2.0,87448.0,90.43,86.01073116633687,86.33310014622654,75.55898226676948,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:17:11
SHADOWFAX,SHADOWFAX-EQ,247.39,247.39,0.0,0.0,247.39,2.0,0.0,2.0,75.0,4161609.0,248.33,224.0468458087393,170.28563748741865,69.32260228034873,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:18
ALGOQUANT,ALGOQUANT-EQ,67.28,67.28,0.0,0.0,67.28,1.0,0.0,1.0,10.0,971650.0,67.22,63.798572469290775,59.46535536652223,56.825153374233146,,,,,,BUY,64.55,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:20
TBZ,TBZ-EQ,236.9,236.9,236.9,10520.0,0.0,0.0,10520.0,0.0,100.0,4748902.0,248.52,241.97717733468124,177.36195697994216,40.02278973121523,,,,,,BUY,166.09,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:23
DEVX,DEVX-EQ,34.99,34.99,0.0,0.0,0.0,0.0,0.0,0.0,146.0,94481.0,35.38,35.043876269872094,38.14764974268311,59.99999999999994,,,,,,NONE,,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:28
BANKA,BANKA-EQ,84.64,84.64,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,7278.0,83.51,87.92441016533253,73.97274040494739,45.45454545454545,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:31
CANHLIFE,CANHLIFE-EQ,147.6,147.6,147.6,14.0,0.0,0.0,14.0,0.0,500.0,388552.0,148.22,146.49543338257118,143.39253741071295,42.154713435640474,,,,,,BUY,149.74,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:33
JARO,JARO-EQ,444.4,444.4,444.4,535.0,0.0,0.0,535.0,0.0,10.0,56568.0,441.2,483.8556055158171,481.9599490871381,39.517937219730925,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:36
UTLSOLAR,UTLSOLAR-EQ,389.0,389.0,389.0,270.0,0.0,0.0,270.0,0.0,32.0,331296.0,388.06,363.62722954068215,270.55321432146405,57.36040609137057,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:38
PATELRMART,PATELRMART-EQ,220.18,220.18,0.0,0.0,220.18,354.0,0.0,354.0,100.0,254931.0,224.97,219.12235055545707,201.1532218954832,47.26003490401398,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:41
HAPPSTMNDS,HAPPSTMNDS-EQ,390.0,390.0,0.0,0.0,390.0,78.0,0.0,78.0,15.0,583657.0,388.98,379.1097035459372,391.28813750379254,64.23957721667645,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:43
CLSEL,CLSEL-EQ,283.65,283.65,0.0,0.0,0.0,0.0,0.0,0.0,35.0,67158.0,279.1,282.89458032151333,269.2936710845089,53.728294177732366,,,,,,NONE,,BUY,70.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:17:45
INDOFARM,INDOFARM-EQ,148.9,148.9,0.0,0.0,148.9,27.0,0.0,27.0,82.0,138216.0,148.21,152.60511706940554,152.11653494659762,45.558086560364465,,,,,,BUY,162.74,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:17:49
VESUVIUS,VESUVIUS-EQ,456.95,456.95,0.0,0.0,456.95,188.0,0.0,188.0,16.0,73515.0,458.77,459.436767727687,475.75608562232514,55.0632911392405,,,,,,NONE,,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:17:52
SNOWMAN,SNOWMAN-EQ,39.12,39.12,39.12,1306.0,0.0,0.0,1306.0,0.0,40.0,165926.0,38.65,37.98878719802427,38.58240251920422,70.22809123649458,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:17:54
ONEPOINT,ONEPOINT-EQ,59.99,59.99,59.99,29523.0,0.0,0.0,29523.0,0.0,80.0,1859092.0,60.02,56.949779569974496,53.86301494785201,78.35249042145595,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:17:56
GOLD360,GOLD360-EQ,149.4,149.4,0.0,0.0,0.0,0.0,0.0,0.0,232.0,13283.0,149.07,142.09730219357488,143.96440572821726,79.12772585669794,,,,,,SELL,139.2,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:17:59
BHAGCHEM,BHAGCHEM-EQ,280.35,280.35,280.35,37.0,0.0,0.0,37.0,0.0,56.0,40688.0,281.73,275.43649555774584,240.48698645534293,63.320941759603464,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:18:01
TIRUMALCHM,TIRUMALCHM-EQ,160.72,160.72,0.0,0.0,160.72,19.0,0.0,19.0,10.0,212072.0,161.19,172.0189268053846,191.06777378801718,42.86580436540016,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:18:04
PRABHA,PRABHA-EQ,158.6,158.6,158.6,3.0,0.0,0.0,3.0,0.0,8.0,40444.0,159.68,152.2427820546102,159.6665554353487,85.3130929791272,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:18:07
5PAISA,5PAISA-EQ,387.05,387.05,0.0,0.0,387.05,49.0,0.0,49.0,2.0,70773.0,385.67,360.2345069138763,335.52746369247797,60.64690026954179,,,,,,BUY,355.95,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:18:09
NIFTYIETF,NIFTYIETF-EQ,276.8,276.8,0.0,0.0,0.0,0.0,0.0,0.0,50.0,496268.0,276.28,273.9904479018166,276.4284489920205,72.54521963824293,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:18:11
GOCLCORP,GOCLCORP-EQ,431.8,431.8,0.0,0.0,431.8,1.0,0.0,1.0,3.0,148130.0,436.15,402.3377652771382,327.40929862507124,70.55063913470993,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:18:14
FDC,FDC-EQ,353.75,353.75,0.0,0.0,353.75,75.0,0.0,75.0,5.0,150265.0,355.97,397.10594397568093,385.99454455618775,25.937183383991908,,,,,,BUY,378.9,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI is strongly oversold']",2026-08-12 18:18:18
TRIGYN,TRIGYN-EQ,55.92,55.92,0.0,0.0,55.92,68.0,0.0,68.0,200.0,57252.0,55.93,54.45937248056155,56.6376801041506,60.063224446786094,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:18:22
TRANSRAILL,TRANSRAILL-EQ,467.05,467.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,318603.0,468.17,495.0975879388028,522.3128423277278,43.14595660749508,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:18:25
UNIONGOLD,UNIONGOLD-EQ,149.9,149.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6567.0,149.05,142.4337995416331,144.43483093974965,75.40983606557367,,,,,,SELL,136.3,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:18:27
COASTCORP,COASTCORP-EQ,41.65,41.65,0.0,0.0,0.0,0.0,0.0,0.0,10.0,92744.0,41.91,49.02848362929763,49.115978143863245,19.20684292379471,,,,,,SELL,42.25,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 18:18:29
SINTERCOM,SINTERCOM-EQ,82.95,82.95,0.0,0.0,82.95,72.0,0.0,72.0,64.0,20233.0,80.88,80.84069126022368,84.16665675125077,52.71375464684014,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:18:32
WEIZMANIND,WEIZMANIND-EQ,77.94,77.94,77.94,20.0,0.0,0.0,20.0,0.0,28.0,888.0,77.9,79.547325810709,84.24966178610354,52.00823892893924,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:18:34
NIF100BEES,NIF100BEES-EQ,271.56,271.56,271.56,5.0,0.0,0.0,5.0,0.0,51.0,34616.0,271.24,267.962685691744,268.0654385671783,67.48366013071904,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:18:38
INDUSTOWER,INDUSTOWER-EQ,383.4,383.4,383.4,6209.0,0.0,0.0,6209.0,0.0,15.0,10079537.0,376.54,394.2948761387479,419.0922888993945,43.89480275516593,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:18:44
AUSOMENT,AUSOMENT-EQ,141.4,141.4,0.0,0.0,141.4,132.0,0.0,132.0,1.0,5842.0,139.97,131.42465758124348,120.30448578086992,72.1572794899044,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:18:46
ZODIACLOTH,ZODIACLOTH-EQ,77.13,77.13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8032.0,77.32,77.36254841495575,78.42335745969461,56.912028725314144,,,,,,NONE,,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:18:49
DCMSRIND,DCMSRIND-EQ,42.98,42.98,0.0,0.0,42.98,990.0,0.0,990.0,10.0,87842.0,42.89,41.0343461253292,49.65226654535273,64.32532347504616,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:18:51
MOPSE,MOPSE-EQ,100.27,100.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11006.0,100.64,101.39535166287583,102.20228878373021,42.30769230769233,,,,,,SELL,101.02,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:18:54
BRIGHOTEL,BRIGHOTEL-EQ,59.41,59.41,0.0,0.0,59.41,756.0,0.0,756.0,100.0,46061.0,59.85,61.614809136732525,63.1089348726447,37.277353689567406,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:18:56
BSOFT,BSOFT-EQ,313.3,313.3,0.0,0.0,313.3,39.0,0.0,39.0,2.0,1103074.0,315.33,307.45648172215596,359.43303887530345,71.69930511686673,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:18:58
PINELABS,PINELABS-EQ,169.93,169.93,0.0,0.0,169.93,2274.0,0.0,2274.0,200.0,19985559.0,167.9,153.92169248134553,181.93437085582724,67.03079957517829,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:19:04
HALDER,HALDER-EQ,275.08,275.08,0.0,0.0,0.0,0.0,0.0,0.0,94.0,36579.0,274.95,244.26026897402107,247.47717161213828,89.76424361493127,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:19:09
EMMVEE,EMMVEE-EQ,317.2,317.2,317.2,271.0,0.0,0.0,271.0,0.0,25.0,895867.0,316.22,323.60043371878476,260.47925835618173,48.43462246777163,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:19:13
MOENERGY,MOENERGY-EQ,38.87,38.87,38.87,25.0,0.0,0.0,25.0,0.0,100.0,135976.0,38.45,39.18277992527026,37.80661836235931,46.97674418604662,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:19:15
PASHUPATI,PASHUPATI-EQ,83.9,83.9,83.9,38.0,0.0,0.0,38.0,0.0,112.0,7788.0,84.12,86.67998260960978,88.59928182849958,20.44989775051124,,,,,,SELL,88.19,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 18:19:19
AEGISVOPAK,AEGISVOPAK-EQ,273.55,273.55,273.55,4285.0,0.0,0.0,4285.0,0.0,3.0,442476.0,276.15,270.63664183252865,229.0972764656554,38.1636060100167,,,,,,BUY,232.77,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:19:21
ARFIN,ARFIN-EQ,84.74,84.74,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1216860.0,84.5,88.26269457499447,83.07133137379583,36.05633802816901,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:19:23
MANAKSTEEL,MANAKSTEEL-EQ,82.75,82.75,0.0,0.0,82.75,10.0,0.0,10.0,20.0,572953.0,86.64,75.29795292822182,66.27453268288801,63.68322399250236,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:19:26
URBANCO,URBANCO-EQ,139.05,139.05,139.05,195.0,0.0,0.0,195.0,0.0,100.0,1683235.0,138.89,134.42169052510428,127.7503931394327,62.85280728376327,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:19:32
GOCOLORS,GOCOLORS-EQ,323.35,323.35,0.0,0.0,323.35,1.0,0.0,1.0,99.0,69589.0,322.84,335.2595333367667,346.52262185269836,51.17618819011041,,,,,,SELL,331.55,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:19:34
ADVANCE,ADVANCE-EQ,118.01,118.01,0.0,0.0,118.01,604.0,0.0,604.0,4.0,457190.0,120.33,115.76910123983967,114.2410232437484,58.55773619351894,,,,,,BUY,129.78,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:19:38
LAMBODHARA,LAMBODHARA-EQ,113.8,113.8,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3518.0,114.43,112.42003448204068,109.55453308389794,51.254646840148716,,,,,,BUY,116.09,BUY,70.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:19:40
