Initial Capital,Fast SMMA,Slow SMMA,Holding Period,Stop Loss %,Take Profit %,Total Trades,Winning Trades,Losing Trades,Break-even Trades,Win Rate %,Loss Rate %,Average Trade PnL,Average Return %,Average Winning PnL,Average Losing PnL,Largest Win,Largest Loss,Gross Winning PnL,Gross Losing PnL,Net PnL,Profit Factor,Stop Loss Trades,Stop Loss Rate %,Take Profit Trades,Time Exit Trades,Largest Loss Share %,Average Holding Bars,Conclusion
100000.0,20,120,60,5.0,10.0,9,2,7,0,22.22222222222222,77.77777777777779,-299.70913333333345,-1.5117777777777779,1953.7123000000001,-943.5438285714287,1954.7527,-1040.7941,3907.4246000000003,-6604.8068,-2697.382200000001,0.5916031639260062,6,66.66666666666666,2,1,15.758130881284824,27.444444444444443,NEGATIVE_OOS_PERFORMANCE
