Initial Capital,Fast SMMA,Slow SMMA,Holding Period,Stop Loss %,Take Profit %,Total Trades,Winning Trades,Losing Trades,Break-even Trades,Win Rate %,Loss Rate %,Gross PnL,Average Trade PnL,Average Return %,Average Winning PnL,Average Losing PnL,Largest Win,Largest Loss,Profit Factor
100000.0,20,120,60,5.0,10.0,6,2,4,0,33.33,66.67,414.88,69.15,0.34,1953.71,-873.14,1954.75,-1040.15,1.12
