Initial Capital,Total Trades,Winning Trades,Losing Trades,Break-even Trades,Win Rate %,Average PnL,Average Return %,Average Winning Trade,Average Losing Trade,Largest Win,Largest Loss,Profit Factor,Gross PnL,Transaction Costs,Net PnL,Net Return %,Maximum Drawdown,Maximum Drawdown %,Average Holding Bars
100000.0,9,2,7,0,22.2222,-299.7091,-1.5118,1953.7123,-943.5438,1954.7527,-1040.7941,0.5916,-2517.4706,179.9116,-2697.3822,-2.6974,-4131.8546,-4.1319,27.4444
