timestamp,category,check,status,value,threshold,message
2026-08-12T18:48:54.072434+00:00,RISK_CONTROL,risk_controlled_max_drawdown,PASS,-0.24749568656554755,-0.3,Risk-controlled drawdown must remain within limit.
2026-08-12T18:48:54.072434+00:00,RISK_CONTROL,risk_controlled_win_rate,PASS,0.5769230769230769,0.5,Risk-controlled win rate must meet minimum requirement.
2026-08-12T18:48:54.072434+00:00,RISK_CONTROL,risk_controlled_profit_factor,PASS,1.4700702873788425,1.0,Risk-controlled profit factor must meet minimum requirement.
2026-08-12T18:48:54.072434+00:00,RISK_CONTROL,risk_controlled_sharpe,PASS,2.2445668752169006,0.0,Risk-controlled Sharpe ratio must meet minimum requirement.
2026-08-12T18:48:54.072434+00:00,RISK_CONTROL,paper_trading_only,PASS,True,True,Live trading remains disabled.
2026-08-12T18:48:54.072434+00:00,RISK_CONTROL,trade_count_available,PASS,182,1,At least one valid paper trade is required.
