rank,trades,win_rate,total_return,maximum_drawdown,profit_factor,sharpe_ratio,confidence_threshold,position_size,max_positions,optimization_score
96,630,0.526984126984127,0.01077661482746528,-0.8053277806052996,1.0631163784430413,0.562963185121487,0.5,1.0,20,-92.84564531421928
97,10,0.4,0.031023561037334613,-0.01262581827157705,2.1383588781568634,0.7658135395973241,0.8,0.25,3,-999999.0
98,10,0.4,0.031023561037334613,-0.01262581827157705,2.1383588781568634,0.7658135395973241,0.8,0.25,5,-999999.0
99,10,0.4,0.031023561037334613,-0.01262581827157705,2.1383588781568634,0.7658135395973241,0.8,0.25,10,-999999.0
100,10,0.4,0.031023561037334613,-0.01262581827157705,2.1383588781568634,0.7658135395973241,0.8,0.25,20,-999999.0
101,10,0.4,0.06138067409769654,-0.02517826527074596,2.1383588781568634,0.7658135395973241,0.8,0.5,3,-999999.0
102,10,0.4,0.06138067409769654,-0.02517826527074596,2.1383588781568634,0.7658135395973241,0.8,0.5,5,-999999.0
103,10,0.4,0.06138067409769654,-0.02517826527074596,2.1383588781568634,0.7658135395973241,0.8,0.5,10,-999999.0
104,10,0.4,0.06138067409769654,-0.02517826527074596,2.1383588781568634,0.7658135395973241,0.8,0.5,20,-999999.0
105,10,0.4,0.09102947716536658,-0.03765724449013397,2.138358878156863,0.7658135395973239,0.8,0.75,3,-999999.0
106,10,0.4,0.09102947716536658,-0.03765724449013397,2.138358878156863,0.7658135395973239,0.8,0.75,5,-999999.0
107,10,0.4,0.09102947716536658,-0.03765724449013397,2.138358878156863,0.7658135395973239,0.8,0.75,10,-999999.0
108,10,0.4,0.09102947716536658,-0.03765724449013397,2.138358878156863,0.7658135395973239,0.8,0.75,20,-999999.0
109,10,0.4,0.11992943508164866,-0.050062660948326676,2.1383588781568634,0.7658135395973241,0.8,1.0,3,-999999.0
110,10,0.4,0.11992943508164866,-0.050062660948326676,2.1383588781568634,0.7658135395973241,0.8,1.0,5,-999999.0
111,10,0.4,0.11992943508164866,-0.050062660948326676,2.1383588781568634,0.7658135395973241,0.8,1.0,10,-999999.0
112,10,0.4,0.11992943508164866,-0.050062660948326676,2.1383588781568634,0.7658135395973241,0.8,1.0,20,-999999.0
