date,Symbol,close,future_return,target,prediction,probability_up,probability_down,fold,train_start,train_end,test_start,test_end,confidence,direction,trade_return,position_size,optimized_return,result
2026-02-13 00:00:00+05:30,RELIANCE-EQ,1419.6,-0.0001408847562692,0,0,0.3004414053789452,0.6995585946210547,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.6995585946210547,SELL,0.0001408847562692,1.0,0.0001408847562692,WIN
2026-02-13 00:00:00+05:30,SBIN-EQ,1198.6,0.0146003670949441,1,0,0.3326838938253217,0.6673161061746782,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.6673161061746782,SELL,-0.0146003670949441,1.0,-0.0146003670949441,LOSS
2026-02-13 00:00:00+05:30,TATAMOTORS-EQ,380.25,-0.0059171597633136,0,0,0.2281343054041021,0.7718656945958979,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.7718656945958979,SELL,0.0059171597633136,1.0,0.0059171597633136,WIN
2026-02-16 00:00:00+05:30,SBIN-EQ,1208.1,0.0163065971359988,1,0,0.3474342462811961,0.6525657537188039,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.6525657537188039,SELL,-0.0163065971359988,1.0,-0.0163065971359988,LOSS
2026-02-16 00:00:00+05:30,SUZLON-EQ,46.21,-0.0424150616749621,0,1,0.654451293927554,0.345548706072446,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.654451293927554,BUY,-0.0424150616749621,1.0,-0.0424150616749621,LOSS
2026-02-16 00:00:00+05:30,TATAMOTORS-EQ,377.25,0.0071570576540755,1,0,0.207387465121946,0.7926125348780539,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.7926125348780539,SELL,-0.0071570576540755,1.0,-0.0071570576540755,LOSS
2026-02-17 00:00:00+05:30,SBIN-EQ,1213.4,0.0081588923685511,1,0,0.3346107978637138,0.6653892021362862,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.6653892021362862,SELL,-0.0081588923685511,1.0,-0.0081588923685511,LOSS
2026-02-17 00:00:00+05:30,TATAMOTORS-EQ,382.85,-0.0138435418571242,0,0,0.250482168194885,0.749517831805115,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.749517831805115,SELL,0.0138435418571242,1.0,0.0138435418571242,WIN
2026-02-18 00:00:00+05:30,TATAMOTORS-EQ,382.85,-0.0026119890296461,0,0,0.2030795491761156,0.7969204508238844,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.7969204508238844,SELL,0.0026119890296461,1.0,0.0026119890296461,WIN
2026-02-19 00:00:00+05:30,SBIN-EQ,1205.7,0.0031516961101434,1,0,0.3496345567292984,0.6503654432707016,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.6503654432707016,SELL,-0.0031516961101434,1.0,-0.0031516961101434,LOSS
2026-02-19 00:00:00+05:30,TATAMOTORS-EQ,375.7,0.0421879158903379,1,0,0.1587239403771704,0.8412760596228295,3,2025-09-23 00:00:00+05:30,2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,2026-04-02 00:00:00+05:30,0.8412760596228295,SELL,-0.0421879158903379,1.0,-0.0421879158903379,LOSS
